%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1461183510481521725,65,1461183510410667785,awesomo_position,0.842725872993,1.92220234871,1.38458073139,0.19113561511,0.677747547626,-0.164333388209,0.690738797188
1461183510993482568,66,1461183510930415324,awesomo_position,0.838634490967,1.91891860962,1.38247191906,0.186198219657,0.678218185902,-0.162264123559,0.692113220692
1461183511547468309,67,1461183511447797493,awesomo_position,0.83184415102,1.90881419182,1.38063776493,0.182903841138,0.677430033684,-0.162289008498,0.693755805492
1461183512041323778,68,1461183511973097852,awesomo_position,0.72399944067,1.76178228855,1.372605443,0.167270943522,0.681834757328,-0.146234601736,0.696948468685
1461183512563750408,69,1461183512500499563,awesomo_position,0.624920248985,1.50582897663,1.38548314571,0.167431563139,0.682375907898,-0.150750175118,0.695416510105
1461183512920946878,70,1461183512851227118,awesomo_position,0.602760434151,1.45721578598,1.38675320148,0.168859705329,0.681464493275,-0.151499271393,0.695802092552
1461183513258364786,71,1461183513182946500,awesomo_position,0.379260271788,1.13879215717,1.36643123627,0.126757100224,0.687332093716,-0.14464956522,0.700416862965
1461183513583350526,72,1461183513514955136,awesomo_position,0.285258889198,0.999040722847,1.36792111397,0.113454438746,0.684395194054,-0.131137758493,0.708190798759
1461183513919692738,73,1461183513854950295,awesomo_position,0.254149526358,0.944450497627,1.36036777496,0.118736073375,0.68177729845,-0.12434399873,0.711069703102
1461183514282715019,74,1461183514214578847,awesomo_position,0.14893527329,0.696271121502,1.35742795467,0.120430827141,0.688015520573,-0.11769028753,0.705889642239
1461183514656311619,75,1461183514591883494,awesomo_position,0.0610211603343,0.550129532814,1.35183858871,0.0995284765959,0.695250511169,-0.0829087495804,0.706998586655
1461183515198322025,76,1461183514986155814,awesomo_position,-0.0302623491734,0.488635897636,1.3549592495,0.0485611110926,0.701345324516,-0.0412202179432,0.709970057011
1461183515607722550,77,1461183515374371542,awesomo_position,-0.0587395615876,0.479246586561,1.35118854046,0.0350141003728,0.699539244175,-0.026979258284,0.713225841522
1461183515965092715,78,1461183515757168089,awesomo_position,-0.12817274034,0.564591467381,1.36581790447,0.0130263306201,0.701976537704,-0.00961427669972,0.712016105652
