x,vx,z,vz,az,theta
0.0,2.0,5.0,-3.33333333333,10.0,0.20135792079,
0.2,2.1,4.66666666667,-3.28687076955,6.70434132586,0.292525958122,
0.41,2.18833429154,4.33797958971,-3.57918025699,7.1496219103,0.273825398269,
0.628833429155,2.27225499559,3.98006156401,-3.81927145458,7.56361483008,0.255676606857,
0.856058928713,2.34992612122,3.59813441855,-4.01111203427,7.96349177288,0.23640076069,
1.09105154084,2.41893878494,3.19702321513,-4.15668929178,8.38660843434,0.212710003096,
1.33294541933,2.4750411991,2.78135428595,-4.25379606757,8.8940760666,0.180071675116,
1.58044953924,2.51058212202,2.35597467919,-4.2936934971,9.57547396513,0.133300089723,
1.83150775144,2.512316498,1.92660532948,-4.25876692963,10.5573759499,0.0677673015584,
2.08273940124,2.45819041223,1.50072863651,-4.12027725675,12.0055728832,-0.0183781714216,
2.32855844246,2.31321807366,1.08870091084,-3.83751716242,14.1016580007,-0.12131446977,
2.55988024983,2.02690296707,0.704949194598,-3.36096514479,17.8201402799,-0.222803839701,
2.76257054654,1.53179504645,0.368852680119,-2.46460829343,20.0,-0.311359343841,
2.91575005119,0.842499488149,0.122391850776,-1.22391850776,20.0,-0.411721169155,
3.0,0.0,0.0,0.0,0.0,0.0,
