x,vx,z,vz,az,theta
0.0,2.0,5.0,-2.5,10.0,0.20135792079,
0.2,2.1,4.75,-2.47020410289,8.64381726457,0.12527789434,
0.41,2.10300488223,4.50297958971,-2.56319246098,8.94413487571,0.12663479483,
0.620300488223,2.11081602351,4.24666034361,-2.62467711693,9.16536005115,0.130050633665,
0.831382090574,2.12413559746,3.98419263192,-2.66338741474,9.30487738484,0.135600503784,
1.04379565032,2.14371710449,3.71785389044,-2.6881734951,9.36943074257,0.143117737271,
1.25816736077,2.17016712101,3.44903654094,-2.70704613484,9.37120739249,0.152082611212,
1.47518407287,2.20362977179,3.17833192745,-2.72660098734,9.32499096086,0.161485144877,
1.69554705005,2.24337940873,2.90567182872,-2.75170207223,9.2472650026,0.169655989439,
1.91988499092,2.28734430157,2.63050162149,-2.78521791282,9.15692428271,0.17410965192,
2.14861942108,2.33160369394,2.35197983021,-2.82766532781,9.07816991564,0.171436305427,
2.38177979047,2.36989506677,2.06921329744,-2.87660294273,9.04732431361,0.157328963693,
2.61876929715,2.39315444341,1.78155300316,-2.92551252596,9.12514447865,0.126821764636,
2.85808474149,2.38891344482,1.48900175057,-2.96181632887,9.41502820596,0.0747925720859,
3.09697608597,2.33981955838,1.19282011768,-2.96370930415,10.0829541685,-0.00294882318837,
3.33095804181,2.21985530023,0.896449187268,-2.89614408491,11.3527913635,-0.107150179509,
3.55294357183,1.98744981146,0.606834778777,-2.70945299475,14.2797323212,-0.222628682749,
3.75168855298,1.57278912681,0.335889479302,-2.17110772629,17.8160046753,-0.333864468568,
3.90896746566,0.910325343397,0.118778706673,-1.18778706673,20.0,-0.447157809027,
4.0,0.0,0.0,0.0,0.0,0.0,
