x,vx,z,vz,az,theta
0.0,2.0,5.0,-2.0,10.0,0.20135792079,
0.2,2.1,4.8,-1.98020410289,8.86204517108,0.110239449406,
0.41,2.09249692241,4.60197958971,-2.05977494333,9.19996385273,0.107249616347,
0.619249692242,2.08635231468,4.39600209538,-2.10386905763,9.44385538641,0.105538378647,
0.82788492371,2.08151870473,4.18561518961,-2.12266066182,9.60210293555,0.105091208882,
1.03603679419,2.07816678954,3.97334912343,-2.12529463555,9.69275280719,0.105854119429,
1.24385347314,2.07666874736,3.76081965987,-2.11893876717,9.73562036754,0.107898082975,
1.45152034788,2.07767711514,3.54892578316,-2.10865950966,9.74745275262,0.111385609886,
1.65928805939,2.08214151521,3.33805983219,-2.09778148264,9.74020631037,0.116487126393,
1.86750221091,2.091238886,3.12828168393,-2.08840611719,9.72087977868,0.123326632497,
2.07662609951,2.10625760401,2.91944107221,-2.08193310518,9.69176455678,0.131876035232,
2.28725185991,2.1283857238,2.7112477617,-2.07953335803,9.6521001377,0.141828359036,
2.50009043229,2.15840211642,2.50329442589,-2.08242412532,9.59844847197,0.15241069249,
2.71593064393,2.19620692759,2.29505201336,-2.09205735751,9.52626642506,0.162203209298,
2.9355513367,2.24023899669,2.08584627761,-2.11009385589,9.43140397909,0.168939653175,
3.15957523637,2.28680400483,1.87483689202,-2.13817847405,9.31331646267,0.169336273248,
3.38825563685,2.32941939398,1.66101904461,-2.17740421339,9.18274785784,0.158952000383,
3.62119757625,2.35829618105,1.44327862327,-2.2271573655,9.0768540379,0.132248819722,
3.85702719436,2.36007207776,1.22056288672,-2.28285484017,9.08451086305,0.083342193265,
4.09303440215,2.31769310951,0.992277402705,-2.33189978506,9.3788946863,0.0064741901518,
4.3248037131,2.20788045896,0.759087424198,-2.34739196147,10.2413462069,-0.102026275247,
4.545591759,1.99317896174,0.524348228049,-2.28163517184,12.9099544966,-0.229788964241,
4.74490965517,1.59946737408,0.296184710866,-1.8764581902,16.1906154037,-0.358485371285,
4.90485639257,0.951436074222,0.108538891845,-1.08538891845,19.4279607874,-0.483904465703,
5.0,0.0,0.0,0.0,0.0,0.0,
