x,vx,z,vz,az,theta
0.0,4.0,5.0,-5.0,10.0,0.411516846067,
0.425379779201,4.0857909936,4.468275276,-4.99291574908,0.0,-2.49987152422e-07,
0.859338657932,3.78075164824,3.93725897705,-5.90235987624,7.36257228245,0.5235,
1.26279360283,3.85888465452,3.31529827017,-6.15690068619,20.0,0.5235,
1.67406184712,4.55427399491,2.66788348159,-5.30649645724,19.9451520148,0.523499999984,
2.15486902144,5.20533333803,2.1055091152,-4.47441546881,6.0868798578e-12,-1.79911318304e-07,
2.7007821316,4.82393719296,1.62634284125,-5.38496163701,4.71768362701,-0.523499999999,
3.20855562606,4.34339664291,1.05612195546,-5.56049584606,20.0,-0.5235,
3.66827507577,3.06345140118,0.468347647595,-4.36622922938,20.0,-0.523499999997,
4.0,0.0,0.0,0.0,0.0,0.0,
