x,vx,z,vz,az,theta
0.0,3.07692307692,5.0,-3.84615384615,10.0,0.312766721942,
0.309101861609,3.22231190727,4.61362267299,-3.81930657178,0.0,4.64424682427e-06,
0.632742606534,3.06463874365,4.22993007346,-4.74602913082,8.62665668067e-12,1.60143799699e-06,
0.940616036079,2.91162551559,3.75356520976,-5.65276922879,1.9009377243,0.523499999998,
1.23318814373,2.85838235815,3.18652632642,-6.3754468435,20.0,0.5235,
1.52043592653,3.71004236228,2.5472197081,-5.51498757051,20.0,0.523499999999,
1.89284971652,4.51678622895,1.99395901107,-4.67073539957,18.8868254184,0.523499999996,
2.34593789613,5.11682498259,1.52512352914,-3.78667733571,4.99284602198,-0.523499999918,
2.8590299469,4.59181661454,1.14469385396,-4.21028838234,20.0,-0.523499999994,
3.31962115655,3.37886156336,0.721903072701,-3.33996362879,20.0,-0.5235,
3.65891686251,2.23102798979,0.386144767657,-2.44659534959,20.0,-0.5235,
3.88342921573,1.15161242245,0.139723290885,-1.37961349002,20.0,-0.523499999993,
4.0,0.0,0.0,0.0,0.0,0.0,
