x,vx,z,vz,az,theta
0.0,3.0,5.0,-5.0,10.0,0.304692654015,
0.31489754821,3.08296103305,4.47517075298,-4.97016765419,6.64253941681e-13,-2.39795606007e-07,
0.638091199955,2.93539687419,3.9533247404,-5.90645275523,4.54205923532,0.5235,
0.946528436165,2.99366001963,3.33785022275,-6.41805082691,20.0,0.5235,
1.26079198525,3.79920440898,2.67121590066,-5.56566975772,11.331456172,0.523499999987,
1.6556099715,4.10766005574,2.08981969083,-5.47584073959,1.5694227465,-0.523499999998,
2.08127351645,3.98652233337,1.51740637403,-5.92987565006,20.0,-0.523499999999,
2.49482329256,2.88284325966,0.899589558855,-4.81837614532,20.0,-0.5235,
2.79800515958,1.87097286616,0.392922696775,-3.68093447129,20.0,-0.523499999999,
3.0,0.0,0.0,0.0,0.0,0.0,
