x,vx,z,vz,az,theta
0.0,1.0,5.0,-1.25,10.0,0.100167421162,
0.1,1.05,4.875,-1.23001256289,9.28389801395,0.0427491490195,
0.205,1.03717578833,4.75199874371,-1.27787069246,9.53601397171,0.0459161375485,
0.308717578833,1.02908730872,4.62421167446,-1.2997169397,9.69557770081,0.0485895291462,
0.411626309705,1.02472476349,4.49423998049,-1.30530914065,9.77833632561,0.0505436294582,
0.514098786054,1.0228907463,4.36370906643,-1.30261807484,9.80876131663,0.05181080666,
0.616387860684,1.02254346167,4.23344725894,-1.29700579905,9.80989868719,0.0525393774258,
0.71864220685,1.02293317965,4.10374667904,-1.29142945798,9.79873535349,0.0528938418714,
0.820935524815,1.02359163323,3.97460373324,-1.28709773863,9.78560941746,0.0530151697846,
0.923294688138,1.02426632723,3.84589395937,-1.28416969565,9.77513063216,0.053007846767,
1.02572132086,1.02484461144,3.71747698981,-1.28234624002,9.76813901702,0.0529422519757,
1.128205782,1.0252929554,3.58924236581,-1.28125404009,9.76358684268,0.0528607748434,
1.23073507754,1.02561535412,3.46111696179,-1.28063405776,9.76000360534,0.0527839015945,
1.33329661296,1.02582777525,3.33305355602,-1.28038033736,9.75651363456,0.0527199850459,
1.43587939048,1.025948887,3.20501552228,-1.28047691415,9.7530248426,0.052664135217,
1.53847427918,1.0259911632,3.07696783087,-1.2809170845,9.75019207575,0.0526070408686,
1.6410733955,1.02596082411,2.94887612242,-1.28162840651,9.74886763702,0.0525322868318,
1.74366947791,1.02585226299,2.82071328177,-1.28245393372,9.74978120262,0.0524213170947,
1.84625470421,1.02564588273,2.6924678884,-1.28316604525,9.75289254693,0.0522548412183,
1.94881929248,1.02530398316,2.56415128387,-1.28354471368,9.75770655352,0.0520244096346,
2.0513496908,1.02477977877,2.4357968125,-1.2834233467,9.76304615422,0.051737536608,
2.15382766868,1.02402985273,2.30745447783,-1.28275664534,9.76764548647,0.0514382801998,
2.25623065395,1.02304929482,2.1791788133,-1.28162888775,9.7706347374,0.0512176204065,
2.35853558343,1.02191782001,2.05101592452,-1.28021409438,9.77204540784,0.0512405209602,
2.46072736543,1.0208724898,1.92299451508,-1.27868786074,9.77229189043,0.051748849486,
2.56281461441,1.02037678307,1.79512572901,-1.27719310466,9.77195935976,0.0530654593823,
2.66485229272,1.02118896092,1.66740641854,-1.27582884767,9.76991403703,0.0555609829205,
2.76697118881,1.02438419099,1.53982353378,-1.27482847646,9.76209121633,0.0595709184436,
2.86940960791,1.03128426662,1.41234068613,-1.27485440701,9.73997742329,0.0652506967571,
2.97253803457,1.04322899566,1.28485524543,-1.27743231337,9.69083373806,0.0723326298144,
3.07686093414,1.06110278639,1.1571120141,-1.28533431475,9.60046030316,0.0797859051836,
3.18297121278,1.08456454634,1.02857858262,-1.30263570349,9.46035527385,0.0854267369407,
3.29142766741,1.1110547866,0.898315012271,-1.33399731794,9.28020552814,0.0855578205206,
3.40253314607,1.13480462968,0.764915280477,-1.38269136779,9.11183540137,0.0748577298172,
3.51601360904,1.14620984371,0.626646143698,-1.44640579868,9.17334561902,0.0466581715245,
3.63063459341,1.13168497674,0.48200556383,-1.49454586999,9.76481429603,-0.00760870269076,
3.74380309108,1.06767104283,0.332550976831,-1.42279933713,10.8024220485,-0.096719623411,
3.85057019537,0.90996969224,0.190271043118,-1.1859424494,12.6542892636,-0.223231137101,
3.94156716459,0.5843283541,0.0716767981783,-0.716767981784,15.2343083425,-0.372969911031,
4.0,0.0,0.0,0.0,0.0,0.0,
