x,vx,z,vz,thrust,theta,rel_x,rel_z,rel_vx,rel_vz
0.0,5.04032258065,5.0,0.0,0.5,0.2,0.0,-5.0,-0.0403225806452,0.0
0.812714837171,5.14448157661,4.99872426098,-0.198626373022,0.398230305611,0.152357558072,-0.0127148371709,-4.99872426098,-0.144481576613,0.198626373022
1.2242733633,5.15887220302,4.98283415112,-0.368838833578,0.406419634063,0.137043967116,-0.0242733632997,-4.98283415112,-0.158872203025,0.368838833578
1.63698313954,5.16516734534,4.95332704442,-0.524664257124,0.415489480145,0.125688754593,-0.0369831395414,-4.95332704442,-0.165167345343,0.524664257124
2.05019652717,5.16586060355,4.91135390382,-0.665125184755,0.425155645694,0.117380172967,-0.0501965271703,-4.91135390382,-0.165860603555,0.665125184755
2.46346537545,5.16287134143,4.85814388902,-0.78955704294,0.435151887661,0.111424354334,-0.0634653754543,-4.85814388902,-0.162871341433,0.78955704294
2.87649508277,5.15768339432,4.79497932563,-0.897631615083,0.445335573542,0.107292451735,-0.0764950827695,-4.79497932563,-0.157683394319,0.897631615083
3.28910975431,5.15146369958,4.72316879641,-0.989192009559,0.455619737958,0.104516676862,-0.0891097543139,-4.72316879641,-0.151463699585,0.989192009559
3.70122685028,5.14509342285,4.64403343564,-1.06417846171,0.465934558104,0.102783291673,-0.101226850283,-4.64403343564,-0.145093422851,1.06417846171
4.11283432411,5.13926154834,4.55889915869,-1.12261756062,0.476203444409,0.101775115556,-0.112834324113,-4.55889915869,-0.139261548339,1.12261756062
4.52397524798,5.13444462158,4.46908975385,-1.16463472329,0.486404751534,0.101302995256,-0.123975247982,-4.46908975385,-0.134444621575,1.16463472329
4.93473081771,5.1309975465,4.37591897599,-1.19037701093,0.496522643692,0.101132763873,-0.13473081771,-4.37591897599,-0.130997546505,1.19037701093
5.34521062143,5.12910822965,4.28068881511,-1.2,0.504049259287,0.10101687264,-0.145210621432,-4.28068881511,-0.129108229646,1.2
5.7555392798,5.12837198204,4.18468881511,-1.19763250698,0.502943987116,0.100982794283,-0.155539279801,-4.18468881511,-0.128371982045,1.19763250698
6.16580903837,5.12744188748,4.08887821456,-1.19702166528,0.50138412892,0.100974966999,-0.165809038366,-4.08887821456,-0.127441887477,1.19702166528
6.57600438937,5.12626882706,3.99311648133,-1.19889325183,0.501859826898,0.100881061035,-0.176004389367,-3.99311648133,-0.126268827057,1.19889325183
6.98610589553,5.12511623231,3.89720502119,-1.2,0.502764915129,0.100999922022,-0.186105895533,-3.89720502119,-0.125116232313,1.2
7.39611519412,5.12422306047,3.80120502119,-1.19967560668,0.503121596502,0.101051329048,-0.196115194119,-3.80120502119,-0.124223060466,1.19967560668
7.80605303896,5.12344289084,3.70523097266,-1.19878760266,0.502820217645,0.101081431402,-0.206053038957,-3.70523097266,-0.123442890836,1.19878760266
8.21592847022,5.12265064972,3.60932796444,-1.19838179029,0.503244585858,0.101065173001,-0.215928470224,-3.60932796444,-0.122650649717,1.19838179029
8.6257405222,5.12192657895,3.51345742122,-1.19729913415,0.502509456287,0.10100121226,-0.2257405222,-3.51345742122,-0.121926578945,1.19729913415
9.03549464851,5.12104425879,3.41767349049,-1.1973814966,0.501758743822,0.100945988588,-0.235494648514,-3.41767349049,-0.121044258787,1.1973814966
9.44517818922,5.12001083545,3.32188297076,-1.19865440827,0.501819880735,0.100842704246,-0.245178189215,-3.32188297076,-0.12001083545,1.19865440827
9.85477905605,5.11892129972,3.2259906181,-1.19982164645,0.502561648563,0.100710043951,-0.254779056048,-3.2259906181,-0.118921299722,1.19982164645
10.26429276,5.11786254885,3.13000488638,-1.19979735375,0.502410399027,0.100538743744,-0.264292760023,-3.13000488638,-0.117862548853,1.19979735375
10.6737217639,5.11665939825,3.03402109808,-1.2,0.502562937892,0.100492295543,-0.273721763928,-3.03402109808,-0.116659398252,1.2
11.0830545158,5.11546284124,2.93802109808,-1.19995606699,0.502532310175,0.100533367555,-0.283054515783,-2.93802109808,-0.115462841242,1.19995606699
11.4922915431,5.11431337048,2.84202461272,-1.19996420188,0.502525797345,0.100747600261,-0.292291543074,-2.84202461272,-0.114313370484,1.19996420188
11.9014366127,5.11335259513,2.74602747657,-1.2,0.503569023205,0.10104997007,-0.301436612735,-2.74602747657,-0.113352595135,1.2
12.3105048203,5.11281746473,2.65002747658,-1.19839964894,0.503931547336,0.101371118688,-0.310504820326,-2.65002747658,-0.112817464725,1.19839964894
12.7195302175,5.11260703696,2.55415550466,-1.19624838745,0.504018521773,0.101738974114,-0.319530217547,-2.55415550466,-0.112607036959,1.19624838745
13.1285387805,5.11270918241,2.45845563367,-1.1939887573,0.502395433783,0.102099333462,-0.328538780549,-2.45845563367,-0.112709182406,1.1939887573
13.5375555151,5.11283411203,2.36293653308,-1.19434210697,0.501851995032,0.102332030264,-0.337555515117,-2.36293653308,-0.112834112035,1.19434210697
13.9465822441,5.11305428673,2.26738916452,-1.1955794857,0.50210733641,0.102436656927,-0.346582244117,-2.26738916452,-0.113054286726,1.1955794857
14.3556265871,5.11339626948,2.17174280567,-1.19641904028,0.502207200073,0.102439872498,-0.35562658708,-2.17174280567,-0.113396269483,1.19641904028
14.7646982886,5.11375167612,2.07602928245,-1.19709991772,0.502415755125,0.102420320119,-0.364698288633,-2.07602928245,-0.113751676121,1.19709991772
15.1737984227,5.1141198839,1.98026128903,-1.19744725524,0.502292231164,0.102453767111,-0.373798422724,-1.98026128903,-0.114119883904,1.19744725524
