ax,ay,az,gx,gy,gz,mx,my,mx
0.699107,3.09331,8.37013,-0.204331,-1.73362,-0.456552,-16.8662,38.4229,31.1801
0.742203,3.04064,8.3414,-0.218166,-1.7283,-0.465066,-16.8662,38.4229,31.1801
0.770933,3.17471,8.27915,-0.212845,-1.73149,-0.47358,-16.8662,38.4229,31.1801
0.756568,3.23696,8.57603,-0.224551,-1.73362,-0.491672,-16.8662,38.4229,31.1801
0.905008,3.15556,8.48026,-0.232001,-1.72936,-0.505507,-16.8662,38.4229,31.1801
0.876278,3.21302,8.48026,-0.242643,-1.72724,-0.518277,-16.8662,38.4229,31.1801
0.770933,3.21302,8.41801,-0.251157,-1.72724,-0.531048,-16.8662,38.4229,31.1801
0.90022,3.26569,8.72447,-0.257542,-1.72936,-0.54169,-16.8662,38.4229,31.1801
1.0343,3.29442,8.70532,-0.268185,-1.73149,-0.556589,-16.8662,38.4229,31.1801
0.852336,3.23217,8.55688,-0.280955,-1.72617,-0.572553,-16.8662,38.4229,31.1801
0.962469,3.25133,8.61913,-0.286276,-1.72511,-0.584259,-16.8662,38.4229,31.1801
0.967257,3.32315,8.71011,-0.293726,-1.73256,-0.595966,-16.8662,38.4229,31.1801
0.881066,3.29442,8.63828,-0.310753,-1.7283,-0.606608,-16.8662,38.4229,31.1801
0.852336,3.33752,8.7963,-0.320332,-1.72724,-0.610865,-16.8662,38.4229,31.1801
0.78051,3.18908,8.93037,-0.32991,-1.72511,-0.6247,-16.8662,38.4229,31.1801
0.78051,3.28006,8.7963,-0.34268,-1.73149,-0.632149,-16.8662,38.4229,31.1801
0.790087,3.27048,8.84897,-0.354387,-1.73362,-0.641727,-16.8662,38.4229,31.1801
0.708684,3.36625,8.89207,-0.37035,-1.73149,-0.651305,-16.8662,38.4229,31.1801
0.713472,3.28006,8.86812,-0.382057,-1.73681,-0.654498,-16.8662,38.4229,31.1801
0.718261,3.26569,8.94953,-0.391635,-1.73681,-0.659819,-16.8662,38.4229,31.1801
0.718261,3.24175,9.06924,-0.401213,-1.74001,-0.668333,-16.8662,38.4229,31.1801
0.751779,3.36625,9.06445,-0.408662,-1.74639,-0.677911,-16.8662,38.4229,31.1801
0.723049,3.33752,9.2081,-0.427818,-1.75065,-0.677911,-16.8662,38.4229,31.1801
0.699107,3.32794,9.21768,-0.43846,-1.74852,-0.687489,-16.8662,38.4229,31.1801
0.833182,3.36625,9.15064,-0.448038,-1.75384,-0.689617,-16.8662,38.4229,31.1801
0.708684,3.43329,9.13627,-0.459745,-1.76023,-0.686425,-16.8662,38.4229,31.1801
0.737414,3.32794,9.29429,-0.476772,-1.76342,-0.688553,-16.8662,38.4229,31.1801
0.823605,3.3854,9.31344,-0.486351,-1.77406,-0.699195,-16.8662,38.4229,31.1801
0.866701,3.41413,9.34696,-0.503378,-1.7847,-0.696003,-16.8662,38.4229,31.1801
0.905008,3.44286,9.21768,-0.518277,-1.7847,-0.702388,-16.8662,38.4229,31.1801
0.890643,3.33752,9.38527,-0.532112,-1.79109,-0.706645,-16.8662,38.4229,31.1801
0.90022,3.44765,9.31823,-0.539562,-1.80173,-0.702388,-16.8662,38.4229,31.1801
0.943315,3.44286,9.40442,-0.54914,-1.80599,-0.710902,-16.8662,38.4229,31.1801
1.05345,3.47638,9.50498,-0.564039,-1.80918,-0.718351,-16.8662,38.4229,31.1801
1.02951,3.43329,9.40442,-0.577874,-1.81663,-0.714095,-16.8662,38.4229,31.1801
1.1157,3.40455,9.37569,-0.592773,-1.82408,-0.721544,-16.8662,38.4229,31.1801
1.18274,3.60567,9.27993,-0.614057,-1.83366,-0.723673,-16.8662,38.4229,31.1801
1.14922,3.52426,9.35654,-0.626828,-1.83898,-0.731122,-16.8662,38.4229,31.1801
1.25935,3.49075,9.44752,-0.641727,-1.84643,-0.727929,-16.8662,38.4229,31.1801
1.34075,3.59609,9.34217,-0.656626,-1.85494,-0.727929,-16.8662,38.4229,31.1801
1.37906,3.5913,9.39006,-0.67259,-1.8592,-0.736443,-16.8662,38.4229,31.1801
1.39821,3.67749,9.21289,-0.690682,-1.86026,-0.738572,-16.8662,38.4229,31.1801
1.46046,3.61524,9.31823,-0.702388,-1.86452,-0.743893,-16.8662,38.4229,31.1801
1.56581,3.70622,9.34217,-0.725801,-1.88048,-0.741764,-16.8662,38.4229,31.1801
1.54187,3.7158,9.28471,-0.738572,-1.88368,-0.741764,-16.8662,38.4229,31.1801
1.59933,3.77805,9.35175,-0.756663,-1.88474,-0.751342,-16.8662,38.4229,31.1801
1.68073,3.7589,9.22725,-0.770498,-1.88687,-0.756663,-16.8662,38.4229,31.1801
1.64721,3.80199,9.22725,-0.786462,-1.89645,-0.758792,-16.8662,38.4229,31.1801
1.75734,3.93607,9.43315,-0.80881,-1.9007,-0.755599,-16.8662,38.4229,31.1801
1.8579,3.86424,9.34696,-0.82371,-1.89964,-0.758792,-16.8662,38.4229,31.1801
1.84832,3.87382,9.37569,-0.83648,-1.90177,-0.763049,-16.8662,38.4229,31.1801
1.84354,3.93607,9.38048,-0.854572,-1.90603,-0.767306,-16.8662,38.4229,31.1801
1.99676,3.82115,9.38048,-0.870535,-1.90922,-0.769434,-16.8662,38.4229,31.1801
1.92494,3.85945,9.414,-0.88437,-1.90815,-0.769434,-16.8662,38.4229,31.1801
1.92973,3.87861,9.31344,-0.901398,-1.90603,-0.777948,-16.8662,38.4229,31.1801
1.90578,3.86903,9.23683,-0.910976,-1.90709,-0.785398,-16.8662,38.4229,31.1801
1.95846,3.78284,9.4954,-0.924811,-1.91241,-0.783269,-16.8662,38.4229,31.1801
1.9393,3.83072,9.57681,-0.935453,-1.91028,-0.784333,-16.8662,38.4229,31.1801
2.1069,3.80678,9.46188,-0.94716,-1.91241,-0.79604,-16.8662,38.4229,31.1801
2.06859,3.79242,9.50977,-0.963123,-1.90922,-0.794976,-16.8662,38.4229,31.1801
2.24097,3.73495,9.55287,-0.973765,-1.90283,-0.794976,-16.8662,38.4229,31.1801
2.13563,3.70622,9.78271,-0.981215,-1.90177,-0.79604,-16.8662,38.4229,31.1801
2.21224,3.71101,9.71088,-0.99505,-1.89858,-0.804554,-16.8662,38.4229,31.1801
2.24097,3.61524,9.84017,-1.00676,-1.89325,-0.812003,-16.8662,38.4229,31.1801
2.24097,3.60567,9.91199,-1.01314,-1.88687,-0.817324,-16.8662,38.4229,31.1801
2.25534,3.60567,9.92636,-1.01953,-1.87729,-0.818388,-16.8662,38.4229,31.1801
2.3128,3.54342,9.98382,-1.02698,-1.87197,-0.82371,-16.8662,38.4229,31.1801
2.33195,3.46202,10.0317,-1.03868,-1.86239,-0.831159,-16.8662,38.4229,31.1801
2.40857,3.53384,10.1179,-1.04507,-1.8592,-0.833288,-16.8662,38.4229,31.1801
2.3942,3.4668,10.2185,-1.05784,-1.85707,-0.842866,-16.8662,38.4229,31.1801
2.48997,3.41413,10.1801,-1.06316,-1.84962,-0.852444,-16.8662,38.4229,31.1801
2.48518,3.30879,10.1275,-1.06316,-1.83153,-0.854572,-16.8662,38.4229,31.1801
2.54264,3.47159,10.343,-1.06848,-1.82195,-0.858829,-16.8662,38.4229,31.1801
2.5618,3.42371,10.3669,-1.07912,-1.81663,-0.867343,-16.8662,38.4229,31.1801
2.7246,3.31836,10.3238,-1.0887,-1.8028,-0.880113,-16.8662,38.4229,31.1801
2.75333,3.28963,10.252,-1.09189,-1.79215,-0.888627,-16.8662,38.4229,31.1801
2.80122,3.32794,10.1227,-1.09189,-1.78364,-0.893948,-16.8662,38.4229,31.1801
2.99754,3.37104,10.1897,-1.09828,-1.7698,-0.902462,-16.8662,38.4229,31.1801
3.04542,3.39019,10.1227,-1.10999,-1.75597,-0.913104,-16.8662,38.4229,31.1801
3.16513,3.3854,10.3142,-1.12276,-1.74214,-0.924811,-16.8662,38.4229,31.1801
3.32794,3.51469,10.2185,-1.13127,-1.73149,-0.934389,-16.8662,38.4229,31.1801
3.35188,3.37104,10.2232,-1.13766,-1.71659,-0.942903,-16.8662,38.4229,31.1801
3.41413,3.32315,10.1227,-1.14511,-1.70169,-0.953545,-16.8662,38.4229,31.1801
3.39498,3.4285,10.1993,-1.1483,-1.68786,-0.960995,-16.8662,38.4229,31.1801
3.59609,3.30879,10.343,-1.16107,-1.67402,-0.973765,-16.8662,38.4229,31.1801
3.48117,3.36146,10.2855,-1.16,-1.657,-0.983343,-16.8662,38.4229,31.1801
3.52426,3.5099,10.4196,-1.17597,-1.63997,-0.998242,-16.8662,38.4229,31.1801
3.56257,3.40934,10.252,-1.18448,-1.6272,-1.00676,-16.8662,38.4229,31.1801
3.63919,3.28006,10.1754,-1.19087,-1.60698,-1.01101,-16.8662,38.4229,31.1801
3.48117,3.44765,10.3765,-1.19938,-1.58889,-1.0291,-16.8662,38.4229,31.1801
3.49553,3.304,10.4339,-1.20364,-1.57399,-1.03762,-16.8662,38.4229,31.1801
3.60567,3.25133,10.252,-1.21747,-1.56441,-1.04933,-16.8662,38.4229,31.1801
3.56736,3.16035,10.1227,-1.22386,-1.54313,-1.06316,-16.8662,38.4229,31.1801
3.49553,3.29921,10.4004,-1.22386,-1.52184,-1.06848,-16.8662,38.4229,31.1801
3.70144,3.26569,10.4387,-1.22386,-1.50694,-1.08125,-16.8662,38.4229,31.1801
3.7972,3.20344,10.4722,-1.23663,-1.48885,-1.09083,-16.8662,38.4229,31.1801
3.7158,3.26569,10.3621,-1.24301,-1.4665,-1.10254,-16.8662,38.4229,31.1801
3.81157,3.15556,10.5967,-1.24408,-1.44841,-1.10999,-16.8662,38.4229,31.1801
3.94086,3.23217,10.635,-1.25259,-1.43351,-1.1185,-16.8662,38.4229,31.1801
3.94086,3.17471,10.5105,-1.25366,-1.4101,-1.12808,-16.8662,38.4229,31.1801
3.91213,3.16035,10.501,-1.24834,-1.38881,-1.14191,-16.8662,38.4229,31.1801
4.0462,3.12204,10.6925,-1.25259,-1.36966,-1.15362,-16.8662,38.4229,31.1801
4.07972,3.04542,10.6781,-1.25472,-1.34944,-1.16213,-16.8662,38.4229,31.1801
4.16112,2.93529,10.501,-1.25259,-1.32496,-1.17278,-16.8662,38.4229,31.1801
4.15633,2.90177,10.6734,-1.25366,-1.31112,-1.18342,-16.8662,38.4229,31.1801
4.2952,2.89698,10.7595,-1.25153,-1.28665,-1.19406,-16.8662,38.4229,31.1801
4.26647,2.68629,10.7643,-1.24514,-1.26749,-1.2047,-16.8662,38.4229,31.1801
4.33829,2.806,10.8409,-1.24089,-1.23982,-1.21322,-16.8662,38.4229,31.1801
4.33829,2.65756,10.8409,-1.24408,-1.21854,-1.22279,-16.8662,38.4229,31.1801
4.36224,2.73418,10.8936,-1.24195,-1.193,-1.23769,-16.8662,38.4229,31.1801
4.4197,2.65278,11.1809,-1.23663,-1.17065,-1.25046,-16.8662,38.4229,31.1801
4.48195,2.56658,11.2288,-1.22918,-1.14723,-1.26111,-16.8662,38.4229,31.1801
4.55856,2.48997,11.1953,-1.22599,-1.1185,-1.26856,-16.8662,38.4229,31.1801
4.56814,2.52828,11.0756,-1.22173,-1.09722,-1.28026,-16.8662,38.4229,31.1801
4.74531,2.44687,11.3006,-1.20896,-1.0738,-1.29303,-16.8662,38.4229,31.1801
4.7884,2.37984,11.224,-1.20364,-1.044,-1.29729,-16.8662,38.4229,31.1801
4.80756,2.40378,11.2575,-1.20257,-1.01527,-1.309,-16.8662,38.4229,31.1801
4.89854,2.33195,11.1809,-1.20151,-0.9876,-1.31857,-16.8662,38.4229,31.1801
4.9129,2.31759,11.3102,-1.19725,-0.966316,-1.32815,-16.8662,38.4229,31.1801
5.01346,2.30322,11.1809,-1.1898,-0.938646,-1.33667,-16.8662,38.4229,31.1801
5.01346,2.29843,11.2336,-1.18129,-0.904591,-1.34412,-16.8662,38.4229,31.1801
5.10923,2.26013,11.2288,-1.18129,-0.877985,-1.35476,-16.8662,38.4229,31.1801
5.10444,2.28407,11.4395,-1.18022,-0.852444,-1.36008,-16.8662,38.4229,31.1801
5.20978,2.17394,11.4826,-1.18022,-0.821581,-1.37179,-16.8662,38.4229,31.1801
5.10444,2.01113,11.2911,-1.1781,-0.787526,-1.37604,-16.8662,38.4229,31.1801
5.19542,2.13563,11.2623,-1.16958,-0.755599,-1.38243,-16.8662,38.4229,31.1801
5.15232,2.14999,11.3198,-1.1632,-0.722608,-1.39201,-16.8662,38.4229,31.1801
5.23851,2.22661,11.3916,-1.16958,-0.699195,-1.39626,-16.8662,38.4229,31.1801
5.22415,2.24576,11.3342,-1.17171,-0.664076,-1.40797,-16.8662,38.4229,31.1801
5.20499,2.20745,11.315,-1.16745,-0.6247,-1.40797,-16.8662,38.4229,31.1801
5.20021,2.19788,11.2911,-1.16958,-0.598094,-1.41116,-16.8662,38.4229,31.1801
5.26724,2.19788,11.3772,-1.16107,-0.565103,-1.41435,-16.8662,38.4229,31.1801
5.31034,2.30322,11.157,-1.15468,-0.531048,-1.41861,-16.8662,38.4229,31.1801
5.41568,2.35589,11.1043,-1.15575,-0.50125,-1.41542,-16.8662,38.4229,31.1801
5.3678,2.29843,11.2623,-1.15681,-0.467194,-1.42287,-16.8662,38.4229,31.1801
5.33428,2.34632,11.0947,-1.15043,-0.435268,-1.425,-16.8662,38.4229,31.1801
5.33907,2.37984,11.066,-1.15468,-0.402277,-1.42925,-16.8662,38.4229,31.1801
5.53061,2.38462,11.2911,-1.15468,-0.363965,-1.43564,-16.8662,38.4229,31.1801
5.40132,2.36547,11.4491,-1.15575,-0.327781,-1.43883,-16.8662,38.4229,31.1801
5.3678,2.21224,11.2767,-1.15788,-0.293726,-1.43883,-16.8662,38.4229,31.1801
5.4109,2.23618,11.1618,-1.15468,-0.262863,-1.44202,-16.8662,38.4229,31.1801
5.3678,2.15478,11.3533,-1.14936,-0.233065,-1.44415,-16.8662,38.4229,31.1801
5.54976,2.05901,11.3342,-1.14617,-0.209652,-1.44735,-16.8662,38.4229,31.1801
5.42047,2.02549,11.224,-1.14617,-0.176661,-1.45054,-16.8662,38.4229,31.1801
5.52582,2.01113,11.382,-1.14723,-0.14367,-1.4516,-16.8662,38.4229,31.1801
5.46836,1.95846,11.5401,-1.14617,-0.110679,-1.45479,-16.8662,38.4229,31.1801
5.55455,1.70467,11.1091,-1.14617,-0.0787526,-1.45905,-16.8662,38.4229,31.1801
5.43484,1.89621,11.157,-1.13978,-0.052147,-1.46012,-16.8662,38.4229,31.1801
5.43963,2.00634,11.4491,-1.13446,-0.0159634,-1.46118,-16.8662,38.4229,31.1801
5.53539,1.88184,11.5161,-1.13233,0.00851379,-1.46544,-16.8662,38.4229,31.1801
5.52582,1.89621,11.3533,-1.13553,0.0404405,-1.46224,-16.8662,38.4229,31.1801
5.47315,1.84832,11.473,-1.13659,0.0691746,-1.46757,-16.8662,38.4229,31.1801
5.51624,1.72861,11.6837,-1.12382,0.0915233,-1.4665,-16.8662,38.4229,31.1801
5.4923,1.84354,11.6741,-1.11956,0.119193,-1.47076,-16.8662,38.4229,31.1801
5.62159,1.83396,11.5736,-1.11744,0.150056,-1.47395,-16.8662,38.4229,31.1801
5.51145,1.74777,11.631,-1.11318,0.174533,-1.46757,-16.8662,38.4229,31.1801
5.42047,1.7765,11.655,-1.10999,0.203267,-1.47289,-16.8662,38.4229,31.1801
5.40611,1.72861,11.4682,-1.10466,0.229872,-1.47714,-16.8662,38.4229,31.1801
5.4923,1.54187,11.6837,-1.09615,0.252221,-1.47714,-16.8662,38.4229,31.1801
5.49709,1.6089,11.7029,-1.09189,0.278827,-1.48034,-16.8662,38.4229,31.1801
5.54018,1.63763,11.813,-1.08764,0.301175,-1.4814,-16.8662,38.4229,31.1801
5.50666,1.70467,11.8178,-1.07167,0.330974,-1.48672,-16.8662,38.4229,31.1801
5.48751,1.61369,11.7172,-1.06742,0.357579,-1.48991,-16.8662,38.4229,31.1801
5.60243,1.64242,11.7699,-1.06103,0.379928,-1.48566,-16.8662,38.4229,31.1801
5.40132,1.61848,11.7938,-1.05784,0.409726,-1.48885,-16.8662,38.4229,31.1801
5.53539,1.54665,11.746,-1.05358,0.436332,-1.49417,-16.8662,38.4229,31.1801
5.54976,1.50835,11.8752,-1.04613,0.45336,-1.49736,-16.8662,38.4229,31.1801
5.51624,1.42694,11.7651,-1.03762,0.478901,-1.49524,-16.8662,38.4229,31.1801
5.48272,1.43173,11.7268,-1.03443,0.505507,-1.49843,-16.8662,38.4229,31.1801
5.56412,1.43652,11.6789,-1.0291,0.531048,-1.50056,-16.8662,38.4229,31.1801
5.53061,1.45089,11.6837,-1.02591,0.558718,-1.50056,-16.8662,38.4229,31.1801
5.55455,1.46046,11.6789,-1.0174,0.583195,-1.50056,-16.8662,38.4229,31.1801
5.55455,1.47483,11.6262,-1.01421,0.608736,-1.50694,-16.8662,38.4229,31.1801
5.56412,1.45567,11.6023,-1.00463,0.626828,-1.5112,-16.8662,38.4229,31.1801
5.53061,1.39343,11.5975,-1.00356,0.654498,-1.51652,-16.8662,38.4229,31.1801
5.51624,1.34554,11.655,-1.00888,0.682168,-1.51333,-16.8662,38.4229,31.1801
5.57849,1.42216,11.6598,-0.999307,0.706645,-1.51439,-16.8662,38.4229,31.1801
5.61201,1.45089,11.6023,-1.00037,0.73325,-1.52503,-16.8662,38.4229,31.1801
5.62637,1.35512,11.5017,-1.0025,0.756663,-1.5261,-16.8662,38.4229,31.1801
5.60722,1.41258,11.5401,-0.988664,0.781141,-1.52716,-16.8662,38.4229,31.1801
5.53061,1.41258,11.4826,-0.983343,0.807746,-1.52503,-16.8662,38.4229,31.1801
5.59764,1.35512,11.5879,-0.988664,0.829031,-1.53142,-16.8662,38.4229,31.1801
5.5737,1.33118,11.5113,-0.981215,0.857765,-1.53568,-16.8662,38.4229,31.1801
5.48272,1.37906,11.3198,-0.983343,0.881178,-1.53355,-16.8662,38.4229,31.1801
5.53539,1.39343,11.224,-0.983343,0.905655,-1.53461,-16.8662,38.4229,31.1801
5.60243,1.39343,11.3868,-0.978022,0.923747,-1.541,-16.8662,38.4229,31.1801
5.51145,1.38864,11.5257,-0.978022,0.949288,-1.54313,-16.8662,38.4229,31.1801
5.43484,1.30723,11.2767,-0.975894,0.975894,-1.541,-16.8662,38.4229,31.1801
5.40611,1.28329,11.3294,-0.983343,1.0025,-1.541,-16.8662,38.4229,31.1801
5.4109,1.20668,11.4586,-0.980151,1.02804,-1.54738,-16.8662,38.4229,31.1801
5.36301,1.3216,11.4299,-0.972701,1.05039,-1.55164,-16.8662,38.4229,31.1801
5.27682,1.29287,11.3868,-0.969508,1.07167,-1.54845,-16.8662,38.4229,31.1801
5.28161,1.23541,11.5401,-0.978022,1.09509,-1.54845,-16.8662,38.4229,31.1801
5.21457,1.06781,11.473,-0.974829,1.12701,-1.54845,-16.8662,38.4229,31.1801
5.19542,1.22104,11.3246,-0.96738,1.14936,-1.54738,-16.8662,38.4229,31.1801
5.24809,1.16358,11.7699,-0.965251,1.16745,-1.55057,-16.8662,38.4229,31.1801
5.27203,1.19231,11.6023,-0.962059,1.19087,-1.55802,-16.8662,38.4229,31.1801
5.26246,1.14922,11.3677,-0.958866,1.21854,-1.55164,-16.8662,38.4229,31.1801
5.27682,1.22104,11.497,-0.963123,1.23982,-1.54951,-16.8662,38.4229,31.1801
5.26246,1.16358,11.7507,-0.955673,1.26856,-1.56015,-16.8662,38.4229,31.1801
5.26724,0.991199,11.7316,-0.951416,1.28878,-1.56228,-16.8662,38.4229,31.1801
5.35344,0.952892,11.3533,-0.955673,1.31219,-1.56122,-16.8662,38.4229,31.1801
5.17626,1.04387,11.5305,-0.956738,1.3356,-1.56335,-16.8662,38.4229,31.1801
5.26246,1.04387,11.9566,-0.952481,1.35901,-1.56335,-16.8662,38.4229,31.1801
5.21936,0.972046,11.5113,-0.952481,1.38243,-1.5676,-16.8662,38.4229,31.1801
5.10923,0.78051,11.4634,-0.945031,1.40265,-1.56867,-16.8662,38.4229,31.1801
5.12838,0.890643,11.5496,-0.946095,1.41968,-1.5708,-16.8662,38.4229,31.1801
5.17148,0.919373,11.7172,-0.94716,1.44096,-1.57399,-16.8662,38.4229,31.1801
5.09007,0.972046,11.497,-0.945031,1.46331,-1.57292,-16.8662,38.4229,31.1801
4.80277,1.10133,11.9758,-0.950352,1.48672,-1.56867,-16.8662,38.4229,31.1801
4.68306,1.20189,11.8082,-0.962059,1.51546,-1.57612,-16.8662,38.4229,31.1801
5.02782,0.579397,11.1905,-0.968444,1.54525,-1.57824,-16.8662,38.4229,31.1801
4.89854,0.646434,11.3054,-0.943967,1.56015,-1.57186,-16.8662,38.4229,31.1801
4.12282,1.32639,11.7843,-0.931196,1.56441,-1.57186,-16.8662,38.4229,31.1801
5.00867,1.18752,11.315,-0.951416,1.5676,-1.5676,-16.8662,38.4229,31.1801
5.30555,0.943315,11.4634,-0.951416,1.58357,-1.56547,-16.8662,38.4229,31.1801
4.85065,1.28808,11.9088,-0.948224,1.6272,-1.56335,-16.8662,38.4229,31.1801
4.62081,1.35033,11.5879,-0.948224,1.64848,-1.55696,-16.8662,38.4229,31.1801
4.95121,1.10133,11.5161,-0.955673,1.64742,-1.56122,-16.8662,38.4229,31.1801
5.0805,1.00078,11.5736,-0.963123,1.66551,-1.56015,-16.8662,38.4229,31.1801
5.00388,1.05345,11.8034,-0.96738,1.69637,-1.54951,-16.8662,38.4229,31.1801
4.67827,0.938527,11.6693,-0.974829,1.71979,-1.54738,-16.8662,38.4229,31.1801
4.51546,0.80924,11.3581,-0.973765,1.73362,-1.54525,-16.8662,38.4229,31.1801
4.31914,0.814029,11.5305,-0.969508,1.73681,-1.54525,-16.8662,38.4229,31.1801
4.48673,0.761356,11.6167,-0.970573,1.74426,-1.5378,-16.8662,38.4229,31.1801
4.59687,1.04387,11.3437,-0.974829,1.75597,-1.53355,-16.8662,38.4229,31.1801
4.6639,0.986411,11.3054,-0.989729,1.773,-1.52716,-16.8662,38.4229,31.1801
4.56335,0.995988,11.3868,-1.00037,1.79322,-1.52929,-16.8662,38.4229,31.1801
4.6256,0.933739,11.2911,-1.01421,1.81131,-1.53035,-16.8662,38.4229,31.1801
4.63039,0.871489,11.2288,-1.02166,1.82727,-1.52716,-16.8662,38.4229,31.1801
4.60166,0.933739,11.3677,-1.02059,1.84536,-1.5229,-16.8662,38.4229,31.1801
4.49152,0.952892,11.1809,-1.03123,1.8592,-1.52078,-16.8662,38.4229,31.1801
4.2952,0.861913,11.2575,-1.04188,1.87516,-1.51546,-16.8662,38.4229,31.1801
4.34308,0.857124,11.0756,-1.04933,1.889,-1.52184,-16.8662,38.4229,31.1801
4.31914,0.905008,10.8601,-1.05358,1.89432,-1.51439,-16.8662,38.4229,31.1801
4.39097,0.895431,10.9463,-1.05252,1.9007,-1.50801,-16.8662,38.4229,31.1801
4.41012,0.876278,11.1091,-1.0621,1.91241,-1.50801,-16.8662,38.4229,31.1801
4.23774,0.933739,11.1043,-1.07274,1.9305,-1.50056,-16.8662,38.4229,31.1801
4.17549,0.890643,11.0804,-1.08019,1.94966,-1.49949,-16.8662,38.4229,31.1801
4.1707,0.818817,10.975,-1.08657,1.96881,-1.49843,-16.8662,38.4229,31.1801
4.02705,0.818817,11.1139,-1.08977,1.97626,-1.49736,-16.8662,38.4229,31.1801
3.90734,0.823605,10.908,-1.09402,1.98265,-1.49417,-16.8662,38.4229,31.1801
3.88818,0.790087,11.0085,-1.09189,1.99436,-1.48885,-16.8662,38.4229,31.1801
3.88818,0.761356,11.0852,-1.09509,2.005,-1.48672,-16.8662,38.4229,31.1801
3.69186,0.727837,11.1235,-1.09189,2.01138,-1.48246,-16.8662,38.4229,31.1801
3.63919,0.684742,11.224,-1.08977,2.0199,-1.4814,-16.8662,38.4229,31.1801
3.65355,0.651223,11.133,-1.09402,2.02309,-1.48246,-16.8662,38.4229,31.1801
3.59609,0.574608,11.1666,-1.09189,2.03799,-1.47501,-16.8662,38.4229,31.1801
3.51469,0.550666,11.157,-1.09083,2.04757,-1.47289,-16.8662,38.4229,31.1801
3.56736,0.531513,11.1426,-1.0887,2.05289,-1.47289,-16.8662,38.4229,31.1801
3.39498,0.47884,11.3246,-1.08338,2.05821,-1.4665,-16.8662,38.4229,31.1801
3.35667,0.383072,11.1713,-1.08019,2.06566,-1.46863,-16.8662,38.4229,31.1801
3.21781,0.229843,11.1282,-1.06422,2.06247,-1.4665,-16.8662,38.4229,31.1801
3.06937,0.162806,11.1522,-1.05784,2.06672,-1.46437,-16.8662,38.4229,31.1801
3.09331,0.0622492,11.1953,-1.04294,2.06353,-1.46544,-16.8662,38.4229,31.1801
2.94487,0.0191536,11.2432,-1.03017,2.05608,-1.46224,-16.8662,38.4229,31.1801
2.92093,0,11.1905,-1.02059,2.04863,-1.46331,-16.8662,38.4229,31.1801
2.77727,-0.134075,11.2144,-1.00463,2.0348,-1.46224,-16.8662,38.4229,31.1801
2.77727,-0.0574608,11.3198,-0.988664,2.02735,-1.46437,-16.8662,38.4229,31.1801
2.75333,-0.215478,11.1809,-0.970573,2.01564,-1.45586,-16.8662,38.4229,31.1801
2.65278,-0.287304,11.1713,-0.953545,2.00287,-1.45799,-16.8662,38.4229,31.1801
2.56658,-0.42138,11.0947,-0.934389,1.98478,-1.45799,-16.8662,38.4229,31.1801
2.5618,-0.349553,11.0612,-0.917361,1.96562,-1.45799,-16.8662,38.4229,31.1801
2.39899,-0.445322,10.9223,-0.904591,1.94966,-1.45586,-16.8662,38.4229,31.1801
2.55701,-0.430956,10.8936,-0.890756,1.93795,-1.45799,-16.8662,38.4229,31.1801
2.48997,-0.469264,10.7595,-0.8716,1.9156,-1.46544,-16.8662,38.4229,31.1801
2.46124,-0.45011,10.7404,-0.854572,1.89858,-1.46331,-16.8662,38.4229,31.1801
2.57616,-0.507571,10.5297,-0.841801,1.88368,-1.46224,-16.8662,38.4229,31.1801
2.55701,-0.493206,10.4435,-0.830095,1.87303,-1.46118,-16.8662,38.4229,31.1801
2.47082,-0.550666,10.3956,-0.822645,1.85494,-1.45905,-16.8662,38.4229,31.1801
2.48518,-0.3304,10.2855,-0.812003,1.84217,-1.45799,-16.8662,38.4229,31.1801
2.44209,-0.45011,10.3621,-0.803489,1.82834,-1.45373,-16.8662,38.4229,31.1801
2.48518,-0.411803,10.1466,-0.792847,1.81557,-1.44735,-16.8662,38.4229,31.1801
2.35589,-0.397437,10.0796,-0.786462,1.80067,-1.44628,-16.8662,38.4229,31.1801
2.42293,-0.440533,10.0652,-0.786462,1.79322,-1.44202,-16.8662,38.4229,31.1801
2.46603,-0.426168,9.95988,-0.786462,1.7879,-1.43883,-16.8662,38.4229,31.1801
2.51391,-0.411803,9.97424,-0.785398,1.78577,-1.42925,-16.8662,38.4229,31.1801
2.52349,-0.512359,9.84496,-0.78859,1.78045,-1.4218,-16.8662,38.4229,31.1801
2.46603,-0.579397,9.61511,-0.786462,1.77619,-1.42074,-16.8662,38.4229,31.1801
2.35111,-0.608127,9.55765,-0.783269,1.77725,-1.41435,-16.8662,38.4229,31.1801
2.33195,-0.636858,9.55765,-0.779012,1.76874,-1.40903,-16.8662,38.4229,31.1801
2.29843,-0.718261,9.50977,-0.781141,1.76448,-1.40903,-16.8662,38.4229,31.1801
2.3128,-0.651223,9.50498,-0.779012,1.7581,-1.40052,-16.8662,38.4229,31.1801
2.3128,-0.656011,9.50977,-0.779012,1.75065,-1.3952,-16.8662,38.4229,31.1801
2.35111,-0.6608,9.5816,-0.773691,1.75278,-1.38456,-16.8662,38.4229,31.1801
2.30801,-0.699107,9.53371,-0.765177,1.74746,-1.38775,-16.8662,38.4229,31.1801
2.32238,-0.746991,9.40442,-0.763049,1.7432,-1.38243,-16.8662,38.4229,31.1801
2.22182,-0.876278,9.59117,-0.759856,1.73575,-1.37285,-16.8662,38.4229,31.1801
